Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-114608,"Platelet degranulation ",36,128,0.011390940642520246,2.1536106231678787E-12,3.251952040983497E-10,8,11,8.313180169286577E-4,9606,Homo sapiens,"P08758;Q06481;P02671;P01042;P08514;P05106;P04217;Q14624;P19652;P15692;P00747;P02768;P02647;P02765;P02787;P02763;O15439;P00441;P29622;P01011;P0DP23;P16109;Q06033;P14210;P11021;P49908;P01009;P04075;P04196;P05121;P02776;P05067;P02751;P01023;P07225;P10909","P08758;Q06481;P02671;P01042;P08514;P05106;P04217;Q14624;P19652;P15692;P00747;P02768;P02647;P02765;P02787;P02763;O15439;P00441;P29622;P01011;P0DP23;P16109;Q06033;P14210;P11021;P49908;P01009;P04075;P04196;P05121;P02776;P05067;P02751;P01023;P07225;P10909","R-HSA-481044;R-HSA-482772;R-HSA-429157;R-HSA-482770;R-HSA-481010;R-HSA-481009;R-HSA-481007;R-HSA-351323"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",36,133,0.011835899261368693,6.24389429049188E-12,8.616574120878795E-10,8,14,0.0010580411124546554,9606,Homo sapiens,"P08758;Q06481;P02671;P01042;P08514;P05106;P04217;Q14624;P19652;P15692;P00747;P02768;P02647;P02765;P02787;P02763;O15439;P00441;P29622;P01011;P0DP23;P16109;Q06033;P14210;P11021;P49908;P01009;P04075;P04196;P05121;P02776;P05067;P02751;P01023;P07225;P10909","P08758;Q06481;P02671;P01042;P08514;P05106;P04217;Q14624;P19652;P15692;P00747;P02768;P02647;P02765;P02787;P02763;O15439;P00441;P29622;P01011;P0DP23;P16109;Q06033;P14210;P11021;P49908;P01009;P04075;P04196;P05121;P02776;P05067;P02751;P01023;P07225;P10909","R-HSA-481044;R-HSA-482772;R-HSA-429157;R-HSA-482770;R-HSA-481010;R-HSA-481009;R-HSA-481007;R-HSA-351323"
R-HSA-211981,"Xenobiotics",16,24,0.002135801370472546,2.1691870522033696E-11,2.776559426820313E-9,22,22,0.0016626360338573155,9606,Homo sapiens,"P24462;P04798;P35869;P11509;P10635;P11712;P10632;P51589;P20815;P05181;P33260;P20813;P33261;P08684;P05177;Q9HB55","P24462;P04798;P35869;P11509;P10635;P11712;P10632;P51589;P20815;P05181;P33260;P20813;P33261;P08684;P05177;Q9HB55","R-HSA-76416;R-HSA-76354;R-HSA-76453;R-HSA-211910;R-HSA-212005;R-HSA-212004;R-HSA-211882;R-HSA-76456;R-HSA-211881;R-HSA-76426;R-HSA-76397;R-HSA-143468;R-HSA-211948;R-HSA-76434;R-HSA-213175;R-HSA-76373;R-HSA-211991;R-HSA-211988;R-HSA-76472;R-HSA-76475;R-HSA-211929;R-HSA-211966"
R-HSA-211897,"Cytochrome P450 - arranged by substrate type",24,65,0.005784462045029812,5.2461923694124835E-11,6.242968919600855E-9,40,61,0.004610036275695284,9606,Homo sapiens,"P24462;P04798;P35869;P11509;P05108;P10635;P11712;Q16678;P19099;P11511;P19793;P15538;P10632;P16435;P51589;P20815;P05181;P33260;P20813;P33261;Q02928;P08684;P05177;Q9HB55","P24462;P04798;P35869;P11509;P05108;P10635;P11712;Q16678;P19099;P11511;P19793;P15538;P10632;P16435;P51589;P20815;P05181;P33260;P20813;P33261;Q02928;P08684;P05177;Q9HB55","R-HSA-76416;R-HSA-211968;R-HSA-76354;R-HSA-192065;R-HSA-211910;R-HSA-193995;R-HSA-76426;R-HSA-211983;R-HSA-193997;R-HSA-76494;R-HSA-193101;R-HSA-76434;R-HSA-76373;R-HSA-211991;R-HSA-211988;R-HSA-211924;R-HSA-211929;R-HSA-211873;R-HSA-194017;R-HSA-76453;R-HSA-215526;R-HSA-212005;R-HSA-193060;R-HSA-212004;R-HSA-211882;R-HSA-76456;R-HSA-211881;R-HSA-211951;R-HSA-76397;R-HSA-143468;R-HSA-211948;R-HSA-193965;R-HSA-192051;R-HSA-76466;R-HSA-211959;R-HSA-213175;R-HSA-211962;R-HSA-76472;R-HSA-76475;R-HSA-211966"
R-HSA-397014,"Muscle contraction",42,196,0.017442377858859125,1.4926315738961193E-10,1.6568210470246925E-8,27,42,0.0031741233373639662,9606,Homo sapiens,"Q14524;P54710;Q9Y5Y9;Q14500;Q92736;Q15858;Q9UK17;Q07699;P35499;O60706;Q13936;Q99250;P35498;Q12809;P50993;P48050;Q08289;P51787;Q9UQD0;P16066;Q9NY46;Q9NY47;P04083;P20594;P07355;P02585;O95069;Q14654;P0DP23;P32418;P13637;Q9Y257;P33402;P17612;Q99996;O00180;Q02641;P21817;P63252;Q9NZV8;P05023;P63316","Q14524;P54710;Q9Y5Y9;Q14500;Q92736;Q15858;Q9UK17;Q07699;P35499;O60706;Q13936;Q99250;P35498;Q12809;P50993;P48050;Q08289;P51787;Q9UQD0;P16066;Q9NY46;Q9NY47;P04083;P20594;P07355;P02585;O95069;Q14654;P0DP23;P32418;P13637;Q9Y257;P33402;P17612;Q99996;O00180;Q02641;P21817;P63252;Q9NZV8;P05023;P63316","R-HSA-390597;R-HSA-427910;R-HSA-5577237;R-HSA-390598;R-HSA-390593;R-HSA-390595;R-HSA-2855020;R-HSA-5577234;R-HSA-392143;R-HSA-5617182;R-HSA-5578910;R-HSA-5617179;R-HSA-936897;R-HSA-5577050;R-HSA-74448;R-HSA-5263628;R-HSA-392152;R-HSA-445797;R-HSA-5678261;R-HSA-5577213;R-HSA-5576895;R-HSA-5692408;R-HSA-6784598;R-HSA-445813;R-HSA-9684068;R-HSA-425661;R-HSA-1296046"
R-HSA-76002,"Platelet activation, signaling and aggregation",50,265,0.023582806798967695,2.0326063054909582E-10,2.1139105577105965E-8,57,116,0.008766626360338573,9606,Homo sapiens,"P08758;P08913;P01042;P08514;P28482;P18089;P19652;Q9H244;P15692;P00747;P02768;P02647;P02765;P61586;P27986;P02763;O15439;P47712;P29622;P07359;O15530;P16109;P14210;P11021;P00734;P05067;Q92569;P02751;P01023;Q06481;P02671;P05106;P04217;Q14624;P02787;P00441;O00459;P01011;P0DP23;Q06033;P18825;P49908;P01009;P04075;P04196;P05121;P02776;P25116;P07225;P10909","P08758;P08913;P01042;P08514;P28482;P18089;P19652;Q9H244;P15692;P00747;P02768;P02647;P02765;P61586;P27986;P02763;O15439;P47712;P29622;P07359;O15530;P16109;P14210;P11021;P00734;P05067;Q92569;P02751;P01023;Q06481;P02671;P05106;P04217;Q14624;P02787;P00441;O00459;P01011;P0DP23;Q06033;P18825;P49908;P01009;P04075;P04196;P05121;P02776;P25116;P07225;P10909","R-HSA-443910;R-HSA-390663;R-HSA-392195;R-HSA-418176;R-HSA-443905;R-HSA-429441;R-HSA-114697;R-HSA-443402;R-HSA-392202;R-HSA-481044;R-HSA-430096;R-HSA-354066;R-HSA-354077;R-HSA-443418;R-HSA-354073;R-HSA-418200;R-HSA-354087;R-HSA-417829;R-HSA-442273;R-HSA-428961;R-HSA-377644;R-HSA-377641;R-HSA-437162;R-HSA-377640;R-HSA-418091;R-HSA-377643;R-HSA-2316429;R-HSA-9708859;R-HSA-442291;R-HSA-354124;R-HSA-442314;R-HSA-437195;R-HSA-437192;R-HSA-372693;R-HSA-482772;R-HSA-482770;R-HSA-372697;R-HSA-351323;R-HSA-429529;R-HSA-354149;R-HSA-429415;R-HSA-429157;R-HSA-372705;R-HSA-432096;R-HSA-481007;R-HSA-418158;R-HSA-432110;R-HSA-354165;R-HSA-418163;R-HSA-481010;R-HSA-481009;R-HSA-437118;R-HSA-430076;R-HSA-418172;R-HSA-418170;R-HSA-392187;R-HSA-430073"
R-HSA-1430728,"Metabolism",216,2148,0.19115422265729287,4.0997027994649216E-10,4.0087896113760735E-8,440,2019,0.15258464328899637,9606,Homo sapiens,"P04114;P51580;Q9H845;Q04760;P35658;P54855;P12532;P51589;Q02218;P20711;Q9NY47;P60174;P23786;P52209;Q8N8N7;P18405;Q8N695;Q9NPD5;P47989;O14556;P80365;Q13936;P17405;P15104;P16435;P20815;P09110;P20813;P31040;P22310;P00326;P48029;P21589;Q14353;Q9HB55;P35869;O95342;P35503;P11310;P15121;P00439;P17540;P09488;O15427;P27338;P45381;O95477;P40926;P19099;P50213;P11245;P09172;P21964;P02649;P39023;P02768;P02647;P02766;Q16790;P27169;Q86U10;Q03181;Q16678;P12104;Q9Y6L6;O60656;P42898;P01308;P16152;O94956;O14874;Q04828;P07202;Q92887;P07203;P52895;P05108;P35558;P10253;P35557;P53985;P19634;Q01668;P08185;P33260;P08183;P33261;P07099;Q99829;P54284;Q9Y251;Q12770;P0DP23;O75795;P00918;P00915;P23219;P55263;P09960;P21397;P43166;P09601;P0DMM9;P02652;P04035;Q9HAW8;P06576;O15244;P10635;Q86UW2;Q86UW1;P10632;Q01650;P50416;P14555;Q08289;P11168;P50897;P31213;P15531;O76082;Q07869;P08684;P05177;P27986;P98164;Q14973;P04406;Q9H7Z7;P15538;P19224;O00555;P22748;P00813;P05181;Q86YN6;P42330;P48556;Q15274;P06276;O15245;Q99519;Q92569;P28845;P24462;P29474;P19793;Q5VT66;P35354;O95298;P40261;P07451;Q16134;P01019;P78330;Q15166;O00459;Q13423;P23141;P01130;P53396;P11712;Q8IZ52;O75751;P20309;Q9NR19;P07101;P06133;P04075;O14975;P28702;P06733;P06732;P08913;P04798;O00748;O15440;P11766;P19801;P16662;P05091;P05093;O60488;P09210;P09211;O15438;P47712;Q96PD7;Q14654;P37231;Q9BQB6;P22309;P21695;Q02928;P43220;P22303;O43570;P11509;P13804;P12277;P06280;Q09428;P46721;P56181;P33527;Q9UNQ0;Q16853;P14902;P06727;P11511;P15559;P51857;P17612;P18825;Q9HD40","P04114;P51580;Q9H845;Q04760;P35658;P54855;P12532;P51589;Q02218;P20711;Q9NY47;P60174;P23786;P52209;Q8N8N7;P18405;Q8N695;Q9NPD5;P47989;O14556;P80365;Q13936;P17405;P15104;P16435;P20815;P09110;P20813;P31040;P22310;P00326;P48029;P21589;Q14353;Q9HB55;P35869;O95342;P35503;P11310;P15121;P00439;P17540;P09488;O15427;P27338;P45381;O95477;P40926;P19099;P50213;P11245;P09172;P21964;P02649;P39023;P02768;P02647;P02766;Q16790;P27169;Q86U10;Q03181;Q16678;P12104;Q9Y6L6;O60656;P42898;P01308;P16152;O14874;Q04828;P07202;Q92887;P07203;P52895;P05108;P35558;P10253;P35557;P53985;P19634;Q01668;P08185;P33260;P08183;P33261;P07099;Q99829;P54284;Q9Y251;Q12770;P04035-2;P04035-1;P0DP23;O75795;P00918;P00915;P23219;P55263;P09960;P21397;P43166;P09601;P0DMM9;P02652;Q9HAW8;P06576;O15244;P10635;Q86UW2;Q86UW1;P10632;Q01650;P50416;P14555;Q08289;P11168;P50897;P31213;P15531;O76082;Q07869;P08684;P05177;P27986;P98164;Q14973;P04406;Q9H7Z7;P15538;P19224;O00555;P22748;P00813;P05181;Q86YN6;P42330;P48556;Q15274;P06276;O15245;Q99519;Q92569;P28845;P24462;P29474;P19793;Q5VT66;P35354;O95298;P40261;P07451;Q16134;P01019;P78330;Q15166;O00459;Q13423;P23141;P01130;P53396;P11712;Q8IZ52;O75751;P20309;Q9NR19;P07101;P06133;P04075;O14975;P28702;P06733;P06732;P08913;P04798;O00748;O15440;P11766;P19801;P16662;P05091;P05093;O60488;P09210;P09211;O15438;P47712;Q96PD7;Q14654;P37231;Q9BQB6;P22309;P21695;Q02928;P43220;P22303;O43570;P11509;P13804;P12277;P06280;Q09428;P46721;P56181;P33527;Q9UNQ0;Q16853;P14902;P06727;P11511;P15559;P51857;O94956-3;P17612;P18825;Q9HD40","R-HSA-211968;R-HSA-1655834;R-HSA-1482771;R-HSA-209925;R-HSA-209924;R-HSA-1655825;R-HSA-5340251;R-HSA-1655826;R-HSA-211983;R-HSA-8941701;R-HSA-1482776;R-HSA-1482759;R-HSA-211991;R-HSA-1368065;R-HSA-211988;R-HSA-71707;R-HSA-5691507;R-HSA-212005;R-HSA-212004;R-HSA-71723;R-HSA-159790;R-HSA-1655848;R-HSA-1655850;R-HSA-71735;R-HSA-209973;R-HSA-109624;R-HSA-1655842;R-HSA-2161692;R-HSA-140355;R-HSA-2408544;R-HSA-1605724;R-HSA-140359;R-HSA-75848;R-HSA-265295;R-HSA-2408555;R-HSA-1482816;R-HSA-1482828;R-HSA-2161791;R-HSA-1482825;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1482868;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-2187332;R-HSA-9705713;R-HSA-1989755;R-HSA-1989752;R-HSA-71783;R-HSA-1989753;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-373867;R-HSA-143468;R-HSA-1989745;R-HSA-390250;R-HSA-1605736;R-HSA-75889;R-HSA-2161745;R-HSA-158832;R-HSA-2408529;R-HSA-373875;R-HSA-1482862;R-HSA-1482856;R-HSA-1482900;R-HSA-1482897;R-HSA-1989778;R-HSA-1482907;R-HSA-1989779;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-1482887;R-HSA-1989775;R-HSA-1989772;R-HSA-1482884;R-HSA-1989773;R-HSA-1989770;R-HSA-1989771;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-9027607;R-HSA-1989760;R-HSA-1989761;R-HSA-1482889;R-HSA-2161792;R-HSA-165026;R-HSA-9027627;R-HSA-2161795;R-HSA-203946;R-HSA-5693691;R-HSA-213175;R-HSA-2161814;R-HSA-1605797;R-HSA-193727;R-HSA-2161890;R-HSA-5690517;R-HSA-434382;R-HSA-2161899;R-HSA-193743;R-HSA-193746;R-HSA-2160884;R-HSA-193755;R-HSA-193758;R-HSA-2160892;R-HSA-193781;R-HSA-2317531;R-HSA-2317530;R-HSA-1971487;R-HSA-2161959;R-HSA-193800;R-HSA-499981;R-HSA-111883;R-HSA-8936849;R-HSA-6792572;R-HSA-9026967;R-HSA-193821;R-HSA-193824;R-HSA-169260;R-HSA-193841;R-HSA-2161940;R-HSA-169270;R-HSA-111925;R-HSA-70967;R-HSA-2161946;R-HSA-482621;R-HSA-6806877;R-HSA-482619;R-HSA-1971491;R-HSA-9733545;R-HSA-2161951;R-HSA-549192;R-HSA-70979;R-HSA-560473;R-HSA-70994;R-HSA-176474;R-HSA-6797627;R-HSA-9018862;R-HSA-1801587;R-HSA-9027043;R-HSA-2161999;R-HSA-3095901;R-HSA-9018877;R-HSA-350578;R-HSA-2066788;R-HSA-202111;R-HSA-71037;R-HSA-202110;R-HSA-2855252;R-HSA-6800870;R-HSA-9661723;R-HSA-202127;R-HSA-560517;R-HSA-163213;R-HSA-2162096;R-HSA-8932633;R-HSA-202129;R-HSA-163217;R-HSA-2314678;R-HSA-202132;R-HSA-2424254;R-HSA-202137;R-HSA-2314686;R-HSA-450971;R-HSA-977324;R-HSA-202144;R-HSA-265645;R-HSA-193965;R-HSA-9632038;R-HSA-9632039;R-HSA-1475026;R-HSA-1475025;R-HSA-193995;R-HSA-159179;R-HSA-176585;R-HSA-193997;R-HSA-71118;R-HSA-917979;R-HSA-265682;R-HSA-1475022;R-HSA-159194;R-HSA-196060;R-HSA-1475017;R-HSA-9727349;R-HSA-194017;R-HSA-215526;R-HSA-194023;R-HSA-191972;R-HSA-9727347;R-HSA-389622;R-HSA-9024890;R-HSA-9661799;R-HSA-74241;R-HSA-389632;R-HSA-74247;R-HSA-74258;R-HSA-9028255;R-HSA-77338;R-HSA-193054;R-HSA-194079;R-HSA-77345;R-HSA-5694071;R-HSA-194083;R-HSA-192033;R-HSA-192036;R-HSA-193060;R-HSA-193065;R-HSA-5694077;R-HSA-193070;R-HSA-193068;R-HSA-192051;R-HSA-193072;R-HSA-5333615;R-HSA-192067;R-HSA-76354;R-HSA-192065;R-HSA-193099;R-HSA-194121;R-HSA-193101;R-HSA-2395764;R-HSA-194130;R-HSA-8937177;R-HSA-76373;R-HSA-163418;R-HSA-8937169;R-HSA-163416;R-HSA-2395768;R-HSA-70241;R-HSA-5423664;R-HSA-76386;R-HSA-5423672;R-HSA-194153;R-HSA-5423678;R-HSA-76397;R-HSA-9027302;R-HSA-8937191;R-HSA-9027321;R-HSA-193143;R-HSA-71286;R-HSA-159358;R-HSA-200318;R-HSA-399995;R-HSA-76416;R-HSA-71299;R-HSA-200326;R-HSA-9018880;R-HSA-194187;R-HSA-5693148;R-HSA-400012;R-HSA-76426;R-HSA-76434;R-HSA-197268;R-HSA-5652172;R-HSA-469659;R-HSA-192160;R-HSA-8940074;R-HSA-76453;R-HSA-400046;R-HSA-76456;R-HSA-381612;R-HSA-2142859;R-HSA-2395784;R-HSA-1855153;R-HSA-1497784;R-HSA-8940070;R-HSA-2309773;R-HSA-2309779;R-HSA-350901;R-HSA-76466;R-HSA-429749;R-HSA-2309787;R-HSA-76472;R-HSA-76475;R-HSA-400071;R-HSA-1449687;R-HSA-1497810;R-HSA-381644;R-HSA-76494;R-HSA-200396;R-HSA-1497796;R-HSA-200406;R-HSA-5696131;R-HSA-200410;R-HSA-400092;R-HSA-453337;R-HSA-109278;R-HSA-5696183;R-HSA-71401;R-HSA-109291;R-HSA-2429643;R-HSA-5333678;R-HSA-2404134;R-HSA-6799202;R-HSA-2404131;R-HSA-2404140;R-HSA-1676048;R-HSA-400143;R-HSA-5359451;R-HSA-381707;R-HSA-381706;R-HSA-381713;R-HSA-70420;R-HSA-5692237;R-HSA-109341;R-HSA-372519;R-HSA-203553;R-HSA-6799179;R-HSA-203567;R-HSA-6799178;R-HSA-170799;R-HSA-5692283;R-HSA-170796;R-HSA-203565;R-HSA-6799191;R-HSA-70449;R-HSA-400183;R-HSA-70454;R-HSA-6799199;R-HSA-170810;R-HSA-6799197;R-HSA-6799196;R-HSA-9036727;R-HSA-2161506;R-HSA-9027532;R-HSA-1602398;R-HSA-174916;R-HSA-71495;R-HSA-9661397;R-HSA-9037761;R-HSA-71496;R-HSA-170824;R-HSA-400204;R-HSA-170825;R-HSA-9661405;R-HSA-70481;R-HSA-193362;R-HSA-174931;R-HSA-1602377;R-HSA-266070;R-HSA-70482;R-HSA-1676109;R-HSA-1602368;R-HSA-203611;R-HSA-163672;R-HSA-5334794;R-HSA-266072;R-HSA-1602374;R-HSA-163676;R-HSA-203613;R-HSA-70494;R-HSA-353125;R-HSA-9661425;R-HSA-1482612;R-HSA-1602417;R-HSA-203625;R-HSA-9661432;R-HSA-156526;R-HSA-175983;R-HSA-175987;R-HSA-8936442;R-HSA-71541;R-HSA-174967;R-HSA-9661419;R-HSA-9661417;R-HSA-191352;R-HSA-1482604;R-HSA-193401;R-HSA-2161500;R-HSA-141186;R-HSA-203662;R-HSA-141202;R-HSA-193424;R-HSA-141200;R-HSA-158609;R-HSA-209815;R-HSA-1602446;R-HSA-5679041;R-HSA-209823;R-HSA-198563;R-HSA-1482679;R-HSA-211873;R-HSA-2161538;R-HSA-203680;R-HSA-1667005;R-HSA-71588;R-HSA-211882;R-HSA-211881;R-HSA-1482685;R-HSA-2161549;R-HSA-209840;R-HSA-176054;R-HSA-1592238;R-HSA-1482656;R-HSA-203700;R-HSA-163770;R-HSA-163773;R-HSA-209859;R-HSA-203712;R-HSA-211910;R-HSA-203716;R-HSA-265166;R-HSA-2423785;R-HSA-70606;R-HSA-2161651;R-HSA-9020253;R-HSA-189398;R-HSA-9020252;R-HSA-211924;R-HSA-9733964;R-HSA-211929;R-HSA-9733960;R-HSA-350168;R-HSA-209891;R-HSA-164834;R-HSA-9026408;R-HSA-164832;R-HSA-548843;R-HSA-9020270;R-HSA-200676;R-HSA-9020257;R-HSA-164840;R-HSA-9020258;R-HSA-211951;R-HSA-9020261;R-HSA-71660;R-HSA-352232;R-HSA-2161614;R-HSA-211948;R-HSA-211959;R-HSA-211962;R-HSA-211966"
R-HSA-140877,"Formation of Fibrin Clot (Clotting Cascade)",18,39,0.0034706772270178873,4.3573800123652973E-10,4.0087896113760735E-8,48,61,0.004610036275695284,9606,Homo sapiens,"P07359;P02671;P01042;P03951;P05546;P03952;P04070;P00748;P05160;P00734;P01008;P00742;P05154;P02776;P25116;P07204;P07225;P01023","P07359;P02671;P01042;P03951;P05546;P03952;P04070;P00748;P05160;P00734;P01008;P00742;P05154;P02776;P25116;P07204;P07225;P01023","R-HSA-5606996;R-HSA-140806;R-HSA-158340;R-HSA-158218;R-HSA-140686;R-HSA-5607002;R-HSA-158354;R-HSA-5604929;R-HSA-158357;R-HSA-140696;R-HSA-140825;R-HSA-140700;R-HSA-140842;R-HSA-158251;R-HSA-140840;R-HSA-140847;R-HSA-140851;R-HSA-140599;R-HSA-158137;R-HSA-158399;R-HSA-140736;R-HSA-158145;R-HSA-140870;R-HSA-5607058;R-HSA-140872;R-HSA-9015111;R-HSA-158419;R-HSA-5591040;R-HSA-158164;R-HSA-5578883;R-HSA-5591052;R-HSA-9015379;R-HSA-9015122;R-HSA-158300;R-HSA-5603467;R-HSA-141026;R-HSA-140769;R-HSA-158311;R-HSA-158313;R-HSA-140777;R-HSA-141040;R-HSA-9603302;R-HSA-141046;R-HSA-140791;R-HSA-5602080;R-HSA-140664;R-HSA-5591086;R-HSA-158333"
R-HSA-109582,"Hemostasis",94,726,0.06460799145679452,2.0600496863920625E-9,1.7922432271610944E-7,155,334,0.025241837968561064,9606,Homo sapiens,"P08758;P04114;P08913;P01042;P08514;P04637;P28482;P18089;P19652;Q01650;Q9H244;P00749;P15692;P00747;P00748;P16581;Q9HCR9;P02768;P02647;P01876;P02765;P61586;P00742;P01599;P27986;P80748;P02763;O15439;P07355;P01871;P47712;Q12791;P29622;P07359;P03951;Q92769;P03952;P01591;Q9Y233;P32418;O15530;P16109;P14210;O76074;P11021;P00734;P05067;Q92569;P02751;P07204;P01023;Q06481;P02671;P05546;P05106;P04217;P29474;P54750;Q14624;P53985;Q03405;P01619;P68871;P02787;P05154;Q9UPY5;P00441;O00459;P01011;P05556;P0DP23;Q13547;P33402;P35228;Q06033;Q01064;P20701;P17612;P18825;P04070;P05160;P49908;P01009;P01008;P05120;P04075;P04196;P02776;P05121;O15427;P00750;P25116;P07225;P10909","P08758;P04114;P08913;P01042;P08514;P04637;P28482;P18089;P19652;Q01650;Q9H244;P00749;P15692;P00747;P00748;P16581;Q9HCR9;P02768;P02647;P01876;P02765;P61586;P00742;P01599;P27986;P80748;P02763;O15439;P07355;P01871;P47712;Q12791;P29622;P07359;P03951;Q92769;P03952;P01591;Q9Y233;P32418;O15530;P16109;P14210;O76074;P11021;P00734;P05067;Q92569;P02751;P07204;P01023;Q06481;P02671;P05546;P05106;P04217;P29474;P54750;Q14624;P53985;Q03405;P01619;P68871;P02787;P05154;Q9UPY5;P00441;O00459;P01011;P05556;P0DP23;Q13547;P33402;P35228;Q06033;Q01064;P20701;P17612;P18825;P04070;P05160;P49908;P01009;P01008;P05120;P04075;P04196;P02776;P05121;O15427;P00750;P25116;P07225;P10909","R-HSA-158722;R-HSA-443910;R-HSA-5606996;R-HSA-390663;R-HSA-158721;R-HSA-140806;R-HSA-158982;R-HSA-8858498;R-HSA-392195;R-HSA-432129;R-HSA-443905;R-HSA-158218;R-HSA-114697;R-HSA-443402;R-HSA-5607002;R-HSA-392202;R-HSA-481044;R-HSA-5604929;R-HSA-430096;R-HSA-354066;R-HSA-354077;R-HSA-158747;R-HSA-158744;R-HSA-159001;R-HSA-140825;R-HSA-443418;R-HSA-354073;R-HSA-158750;R-HSA-159005;R-HSA-354087;R-HSA-417829;R-HSA-158756;R-HSA-140842;R-HSA-158251;R-HSA-377644;R-HSA-435244;R-HSA-140840;R-HSA-377641;R-HSA-158766;R-HSA-377640;R-HSA-140847;R-HSA-418091;R-HSA-377643;R-HSA-140851;R-HSA-140599;R-HSA-158781;R-HSA-158784;R-HSA-140870;R-HSA-158795;R-HSA-354124;R-HSA-140872;R-HSA-158800;R-HSA-1008220;R-HSA-5591040;R-HSA-5591052;R-HSA-158300;R-HSA-375131;R-HSA-351323;R-HSA-354149;R-HSA-429415;R-HSA-429157;R-HSA-158311;R-HSA-418158;R-HSA-204392;R-HSA-158313;R-HSA-354165;R-HSA-9603302;R-HSA-418163;R-HSA-5602080;R-HSA-996727;R-HSA-437118;R-HSA-203130;R-HSA-140664;R-HSA-418172;R-HSA-5591086;R-HSA-418170;R-HSA-158333;R-HSA-418436;R-HSA-114563;R-HSA-210304;R-HSA-158340;R-HSA-418176;R-HSA-429441;R-HSA-140686;R-HSA-158354;R-HSA-204434;R-HSA-158357;R-HSA-140696;R-HSA-418200;R-HSA-140700;R-HSA-418456;R-HSA-442273;R-HSA-428961;R-HSA-437162;R-HSA-2316429;R-HSA-9708859;R-HSA-158893;R-HSA-442291;R-HSA-992696;R-HSA-158137;R-HSA-425661;R-HSA-8858428;R-HSA-158399;R-HSA-140736;R-HSA-158145;R-HSA-5607058;R-HSA-8948034;R-HSA-392143;R-HSA-992708;R-HSA-442314;R-HSA-437195;R-HSA-437192;R-HSA-9015111;R-HSA-158925;R-HSA-372693;R-HSA-158419;R-HSA-202706;R-HSA-482772;R-HSA-202710;R-HSA-482770;R-HSA-158164;R-HSA-5578883;R-HSA-9015379;R-HSA-9015122;R-HSA-158942;R-HSA-372697;R-HSA-202718;R-HSA-392152;R-HSA-5603467;R-HSA-429529;R-HSA-158941;R-HSA-141026;R-HSA-202723;R-HSA-140769;R-HSA-372705;R-HSA-432096;R-HSA-2870221;R-HSA-202724;R-HSA-481007;R-HSA-432110;R-HSA-140777;R-HSA-158959;R-HSA-114670;R-HSA-9679740;R-HSA-141040;R-HSA-418549;R-HSA-141046;R-HSA-140791;R-HSA-481010;R-HSA-481009;R-HSA-430076;R-HSA-204798;R-HSA-392187;R-HSA-432121;R-HSA-430073"
R-HSA-442380,"Zinc influx into cells by the SLC39 gene family",10,10,8.899172376968942E-4,2.874134708008569E-9,2.385531807647112E-7,6,6,4.5344619105199517E-4,9606,Homo sapiens,"Q9C0K1;Q13433;Q9BRY0;Q9NP94;Q9NY26;Q15043;Q92504;Q9ULF5;Q6P5W5;Q6ZMH5","Q9C0K1;Q13433;Q9BRY0;Q9NP94;Q9NY26;Q15043;Q92504;Q9ULF5;Q6P5W5;Q6ZMH5","R-HSA-442422;R-HSA-442405;R-HSA-442387;R-HSA-442317;R-HSA-442393;R-HSA-442345"
R-HSA-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",30,124,0.011034973747441487,4.546178433706416E-9,3.5914809626280686E-7,9,14,0.0010580411124546554,9606,Homo sapiens,"Q06481;P04114;P02671;P00450;P01042;P35858;P05546;O14791;P35555;Q8NBP7;P19823;O76061;P00747;P02649;P02768;P02647;P02765;P02787;P07237;O76024;Q08431;P04070;P00734;P01009;P01008;P08253;P05067;P02652;P02751;P01024","Q06481;P04114;P02671;P00450;P01042;P35858;P05546;O14791;P35555;Q8NBP7;P19823;O76061;P00747;P02649;P02768;P02647;P02765;P02787;P07237;O76024;Q08431;P04070;P00734;P01009;P01008;P08253;P05067;P02652;P02751;P01024","R-HSA-381461;R-HSA-381446;R-HSA-381537;R-HSA-8952289;R-HSA-381500;R-HSA-381545;R-HSA-381496;R-HSA-381435;R-HSA-381466"
